Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Traffic Situation
7:45:00 AM,15,Sunday,114,24,46,2,heavy
8:00:00 AM,15,Sunday,119,36,41,0,heavy
8:15:00 AM,15,Sunday,108,35,39,0,heavy
8:30:00 AM,15,Sunday,113,18,28,1,high
8:45:00 AM,15,Sunday,118,36,37,0,heavy
9:00:00 AM,15,Sunday,113,35,48,3,heavy
9:15:00 AM,15,Sunday,66,7,22,30,high
9:30:00 AM,15,Sunday,64,12,27,8,normal
9:45:00 AM,15,Sunday,37,5,13,11,low
10:00:00 AM,15,Sunday,82,17,31,20,high
10:15:00 AM,15,Sunday,63,5,23,12,normal
10:30:00 AM,15,Sunday,20,12,16,24,normal
10:45:00 AM,15,Sunday,46,5,34,9,normal
11:00:00 AM,15,Sunday,35,9,8,29,normal
11:15:00 AM,15,Sunday,33,9,11,21,normal
11:30:00 AM,15,Sunday,32,9,10,30,normal
11:45:00 AM,15,Sunday,62,10,6,22,normal
12:00:00 PM,15,Sunday,62,10,11,22,normal
12:15:00 PM,15,Sunday,54,10,12,25,normal
12:30:00 PM,15,Sunday,48,8,15,23,normal
12:45:00 PM,15,Sunday,20,10,12,24,normal
1:00:00 PM,15,Sunday,35,10,5,30,normal
1:15:00 PM,15,Sunday,112,15,40,10,heavy
1:30:00 PM,15,Sunday,51,21,25,13,normal
1:45:00 PM,15,Sunday,53,12,23,8,normal
2:00:00 PM,15,Sunday,63,22,18,15,normal
2:15:00 PM,15,Sunday,50,23,16,8,normal
2:30:00 PM,15,Sunday,94,20,35,17,high
2:45:00 PM,15,Sunday,7,27,39,17,normal
3:00:00 PM,15,Sunday,109,18,13,6,normal
3:15:00 PM,15,Sunday,18,27,19,6,normal
3:30:00 PM,15,Sunday,21,30,5,5,low
3:45:00 PM,15,Sunday,49,16,9,12,low
4:00:00 PM,15,Sunday,129,28,40,6,heavy
4:15:00 PM,15,Sunday,141,18,28,8,heavy
4:30:00 PM,15,Sunday,131,14,43,7,heavy
4:45:00 PM,15,Sunday,105,38,23,5,heavy
5:00:00 PM,15,Sunday,125,35,37,5,heavy
5:15:00 PM,15,Sunday,127,36,42,9,heavy
5:30:00 PM,15,Sunday,129,22,25,9,heavy
5:45:00 PM,15,Sunday,121,39,47,8,heavy
6:00:00 PM,15,Sunday,138,29,42,9,heavy
6:15:00 PM,15,Sunday,119,26,21,5,heavy
6:30:00 PM,15,Sunday,138,17,48,8,heavy
6:45:00 PM,15,Sunday,72,12,14,32,high
7:00:00 PM,15,Sunday,92,23,20,30,high
7:15:00 PM,15,Sunday,94,17,11,24,high
7:30:00 PM,15,Sunday,102,25,12,24,high
7:45:00 PM,15,Sunday,71,23,17,14,normal
8:00:00 PM,15,Sunday,58,5,19,25,normal
8:15:00 PM,15,Sunday,93,22,18,10,normal
8:30:00 PM,15,Sunday,59,23,10,35,high
8:45:00 PM,15,Sunday,57,20,10,20,normal
9:00:00 PM,15,Sunday,96,9,18,25,high
9:15:00 PM,15,Sunday,104,12,16,20,normal
9:30:00 PM,15,Sunday,104,22,17,23,high
9:45:00 PM,15,Sunday,88,8,11,29,high
10:00:00 PM,15,Sunday,20,3,0,16,normal
10:15:00 PM,15,Sunday,17,2,1,30,normal
10:30:00 PM,15,Sunday,17,4,0,23,normal
10:45:00 PM,15,Sunday,15,5,0,21,normal
11:00:00 PM,15,Sunday,10,0,1,31,normal
11:15:00 PM,15,Sunday,11,1,1,19,normal
11:30:00 PM,15,Sunday,12,2,0,29,normal
11:45:00 PM,15,Sunday,11,0,1,11,low
12:00:00 AM,16,Monday,18,4,1,28,normal
12:15:00 AM,16,Monday,13,3,0,26,normal
12:30:00 AM,16,Monday,16,3,0,34,normal
12:45:00 AM,16,Monday,16,4,0,35,normal
1:00:00 AM,16,Monday,20,2,1,33,normal
1:15:00 AM,16,Monday,14,4,1,28,normal
1:30:00 AM,16,Monday,11,4,1,19,normal
1:45:00 AM,16,Monday,19,4,0,17,normal
2:00:00 AM,16,Monday,18,3,1,26,normal
2:15:00 AM,16,Monday,10,1,1,21,normal
2:30:00 AM,16,Monday,20,5,1,40,normal
2:45:00 AM,16,Monday,11,5,0,37,normal
3:00:00 AM,16,Monday,15,4,1,29,normal
3:15:00 AM,16,Monday,16,2,1,27,normal
3:30:00 AM,16,Monday,10,3,1,23,normal
3:45:00 AM,16,Monday,16,5,1,31,normal
4:00:00 AM,16,Monday,20,0,1,30,normal
4:15:00 AM,16,Monday,61,4,5,17,normal
4:30:00 AM,16,Monday,91,8,6,2,low
4:45:00 AM,16,Monday,94,4,5,2,low
5:00:00 AM,16,Monday,117,8,6,16,normal
5:15:00 AM,16,Monday,111,14,10,14,normal
5:30:00 AM,16,Monday,91,2,3,5,low
5:45:00 AM,16,Monday,96,9,1,16,normal
6:00:00 AM,16,Monday,134,15,42,5,heavy
6:15:00 AM,16,Monday,121,35,39,4,heavy
6:30:00 AM,16,Monday,118,40,40,3,heavy
6:45:00 AM,16,Monday,115,17,40,1,heavy
7:00:00 AM,16,Monday,106,22,37,0,high
7:15:00 AM,16,Monday,147,26,40,0,heavy
7:30:00 AM,16,Monday,102,13,31,2,high
7:45:00 AM,16,Monday,102,12,24,3,normal
8:00:00 AM,16,Monday,130,40,31,2,heavy
8:15:00 AM,16,Monday,102,17,33,0,high
8:30:00 AM,16,Monday,105,13,48,5,heavy
8:45:00 AM,16,Monday,129,24,25,0,heavy
9:00:00 AM,16,Monday,117,11,45,0,heavy
9:15:00 AM,16,Monday,74,14,23,21,high
9:30:00 AM,16,Monday,80,14,35,18,high
9:45:00 AM,16,Monday,31,7,34,24,normal
10:00:00 AM,16,Monday,18,15,9,15,normal
10:15:00 AM,16,Monday,15,10,23,20,normal
10:30:00 AM,16,Monday,37,18,8,16,normal
10:45:00 AM,16,Monday,10,7,5,14,normal
11:00:00 AM,16,Monday,54,6,15,23,normal
11:15:00 AM,16,Monday,34,7,5,24,normal
11:30:00 AM,16,Monday,50,7,8,21,normal
11:45:00 AM,16,Monday,44,9,10,24,normal
12:00:00 PM,16,Monday,63,8,15,24,normal
12:15:00 PM,16,Monday,56,6,6,29,normal
12:30:00 PM,16,Monday,69,5,13,27,high
12:45:00 PM,16,Monday,39,5,3,30,normal
1:00:00 PM,16,Monday,61,10,14,24,normal
1:15:00 PM,16,Monday,61,30,5,20,normal
1:30:00 PM,16,Monday,20,17,9,5,low
1:45:00 PM,16,Monday,70,22,38,7,high
2:00:00 PM,16,Monday,25,30,31,9,normal
2:15:00 PM,16,Monday,23,13,12,6,low
2:30:00 PM,16,Monday,105,30,24,8,normal
2:45:00 PM,16,Monday,107,10,6,6,normal
3:00:00 PM,16,Monday,40,20,36,7,normal
3:15:00 PM,16,Monday,74,18,37,11,high
3:30:00 PM,16,Monday,62,15,8,11,low
3:45:00 PM,16,Monday,81,20,14,12,normal
4:00:00 PM,16,Monday,111,32,43,5,heavy
4:15:00 PM,16,Monday,145,12,41,6,heavy
4:30:00 PM,16,Monday,139,11,20,7,heavy
4:45:00 PM,16,Monday,129,40,31,10,heavy
5:00:00 PM,16,Monday,128,22,28,8,heavy
5:15:00 PM,16,Monday,103,17,23,8,normal
5:30:00 PM,16,Monday,127,32,29,7,heavy
5:45:00 PM,16,Monday,120,35,44,8,heavy
6:00:00 PM,16,Monday,106,11,41,7,high
6:15:00 PM,16,Monday,114,40,31,5,heavy
6:30:00 PM,16,Monday,101,13,20,7,normal
6:45:00 PM,16,Monday,110,25,19,34,heavy
7:00:00 PM,16,Monday,108,6,17,23,high
7:15:00 PM,16,Monday,104,12,10,10,normal
7:30:00 PM,16,Monday,102,22,17,23,high
7:45:00 PM,16,Monday,77,19,16,8,normal
8:00:00 PM,16,Monday,70,16,19,33,high
8:15:00 PM,16,Monday,75,9,13,28,high
8:30:00 PM,16,Monday,95,9,16,29,high
8:45:00 PM,16,Monday,77,17,17,22,high
9:00:00 PM,16,Monday,73,16,14,34,high
9:15:00 PM,16,Monday,59,7,18,12,normal
9:30:00 PM,16,Monday,54,20,10,9,low
9:45:00 PM,16,Monday,90,6,18,32,high
10:00:00 PM,16,Monday,15,5,1,32,normal
10:15:00 PM,16,Monday,12,1,0,11,low
10:30:00 PM,16,Monday,17,2,0,28,normal
10:45:00 PM,16,Monday,13,5,1,12,low
11:00:00 PM,16,Monday,15,5,0,21,normal
11:15:00 PM,16,Monday,18,4,0,11,low
11:30:00 PM,16,Monday,12,4,0,21,normal
11:45:00 PM,16,Monday,10,4,1,12,low
12:00:00 AM,17,Tuesday,15,2,0,25,normal
12:15:00 AM,17,Tuesday,11,0,0,24,normal
12:30:00 AM,17,Tuesday,15,2,1,15,normal
12:45:00 AM,17,Tuesday,20,3,1,29,normal
1:00:00 AM,17,Tuesday,17,2,0,24,normal
1:15:00 AM,17,Tuesday,19,5,1,26,normal
1:30:00 AM,17,Tuesday,20,3,1,32,normal
1:45:00 AM,17,Tuesday,15,3,0,19,normal
2:00:00 AM,17,Tuesday,13,5,0,17,normal
2:15:00 AM,17,Tuesday,12,5,1,19,normal
2:30:00 AM,17,Tuesday,10,2,0,27,normal
2:45:00 AM,17,Tuesday,20,4,1,23,normal
3:00:00 AM,17,Tuesday,14,0,0,16,normal
3:15:00 AM,17,Tuesday,12,4,1,28,normal
3:30:00 AM,17,Tuesday,19,2,0,20,normal
3:45:00 AM,17,Tuesday,20,2,1,19,normal
4:00:00 AM,17,Tuesday,16,0,0,36,normal
4:15:00 AM,17,Tuesday,62,20,4,18,normal
4:30:00 AM,17,Tuesday,50,13,2,14,normal
4:45:00 AM,17,Tuesday,101,3,6,6,normal
5:00:00 AM,17,Tuesday,94,15,2,9,normal
5:15:00 AM,17,Tuesday,68,10,8,1,low
5:30:00 AM,17,Tuesday,95,3,8,20,normal
5:45:00 AM,17,Tuesday,113,7,10,16,normal
6:00:00 AM,17,Tuesday,106,13,39,1,high
6:15:00 AM,17,Tuesday,105,32,47,4,heavy
6:30:00 AM,17,Tuesday,150,19,34,4,heavy
6:45:00 AM,17,Tuesday,137,38,39,2,heavy
7:00:00 AM,17,Tuesday,113,11,32,1,high
7:15:00 AM,17,Tuesday,117,30,26,5,heavy
7:30:00 AM,17,Tuesday,130,10,37,1,heavy
7:45:00 AM,17,Tuesday,150,32,31,1,heavy
8:00:00 AM,17,Tuesday,146,10,30,3,heavy
8:15:00 AM,17,Tuesday,123,24,46,2,heavy
8:30:00 AM,17,Tuesday,110,24,26,4,high
8:45:00 AM,17,Tuesday,111,33,31,2,heavy
9:00:00 AM,17,Tuesday,132,18,32,2,heavy
9:15:00 AM,17,Tuesday,66,16,22,13,normal
9:30:00 AM,17,Tuesday,45,24,5,23,normal
9:45:00 AM,17,Tuesday,92,19,15,7,normal
10:00:00 AM,17,Tuesday,78,22,16,25,high
10:15:00 AM,17,Tuesday,90,2,15,18,normal
10:30:00 AM,17,Tuesday,23,2,37,9,normal
10:45:00 AM,17,Tuesday,17,5,6,20,normal
11:00:00 AM,17,Tuesday,41,5,4,24,normal
11:15:00 AM,17,Tuesday,32,5,15,26,normal
11:30:00 AM,17,Tuesday,65,7,7,22,normal
11:45:00 AM,17,Tuesday,22,6,3,25,normal
12:00:00 PM,17,Tuesday,54,7,4,28,normal
12:15:00 PM,17,Tuesday,38,5,8,28,normal
12:30:00 PM,17,Tuesday,59,7,15,23,normal
12:45:00 PM,17,Tuesday,34,8,10,23,normal
1:00:00 PM,17,Tuesday,28,6,3,27,normal
1:15:00 PM,17,Tuesday,7,16,11,14,normal
1:30:00 PM,17,Tuesday,8,12,22,8,normal
1:45:00 PM,17,Tuesday,42,25,38,18,high
2:00:00 PM,17,Tuesday,82,13,28,5,high
2:15:00 PM,17,Tuesday,14,24,26,9,normal
2:30:00 PM,17,Tuesday,39,25,33,9,normal
2:45:00 PM,17,Tuesday,47,14,29,6,normal
3:00:00 PM,17,Tuesday,120,20,21,18,heavy
3:15:00 PM,17,Tuesday,114,11,39,10,heavy
3:30:00 PM,17,Tuesday,99,24,30,10,high
3:45:00 PM,17,Tuesday,78,18,30,8,high
4:00:00 PM,17,Tuesday,144,40,29,10,normal
4:15:00 PM,17,Tuesday,107,28,38,9,heavy
4:30:00 PM,17,Tuesday,123,28,24,10,heavy
4:45:00 PM,17,Tuesday,126,15,28,6,heavy
5:00:00 PM,17,Tuesday,147,28,23,5,heavy
5:15:00 PM,17,Tuesday,100,21,33,7,high
5:30:00 PM,17,Tuesday,113,12,22,6,normal
5:45:00 PM,17,Tuesday,130,34,30,6,heavy
6:00:00 PM,17,Tuesday,118,40,29,10,heavy
6:15:00 PM,17,Tuesday,113,38,44,9,heavy
6:30:00 PM,17,Tuesday,117,29,29,9,heavy
6:45:00 PM,17,Tuesday,106,12,20,32,heavy
7:00:00 PM,17,Tuesday,96,11,15,14,normal
7:15:00 PM,17,Tuesday,58,11,14,24,normal
7:30:00 PM,17,Tuesday,76,22,10,9,normal
7:45:00 PM,17,Tuesday,66,6,12,33,high
8:00:00 PM,17,Tuesday,61,23,13,18,normal
8:15:00 PM,17,Tuesday,93,6,15,17,normal
8:30:00 PM,17,Tuesday,51,11,16,26,normal
8:45:00 PM,17,Tuesday,86,6,12,9,normal
9:00:00 PM,17,Tuesday,77,15,12,29,high
9:15:00 PM,17,Tuesday,84,15,16,8,normal
9:30:00 PM,17,Tuesday,103,12,15,10,normal
9:45:00 PM,17,Tuesday,60,9,11,27,normal
10:00:00 PM,17,Tuesday,14,1,1,22,normal
10:15:00 PM,17,Tuesday,14,2,0,35,normal
10:30:00 PM,17,Tuesday,13,1,1,31,normal
10:45:00 PM,17,Tuesday,19,0,1,22,normal
11:00:00 PM,17,Tuesday,13,4,0,28,normal
11:15:00 PM,17,Tuesday,13,1,0,26,normal
11:30:00 PM,17,Tuesday,12,0,1,34,normal
11:45:00 PM,17,Tuesday,20,1,1,38,normal
12:00:00 AM,18,Wednesday,12,3,0,38,normal
12:15:00 AM,18,Wednesday,12,1,0,40,normal
12:30:00 AM,18,Wednesday,20,5,0,10,low
12:45:00 AM,18,Wednesday,12,4,1,27,normal
1:00:00 AM,18,Wednesday,15,5,0,21,normal
1:15:00 AM,18,Wednesday,19,2,0,30,normal
1:30:00 AM,18,Wednesday,11,0,1,40,normal
1:45:00 AM,18,Wednesday,15,3,0,35,normal
2:00:00 AM,18,Wednesday,15,0,1,37,normal
2:15:00 AM,18,Wednesday,16,2,0,37,normal
2:30:00 AM,18,Wednesday,10,0,1,24,normal
2:45:00 AM,18,Wednesday,12,0,1,31,normal
3:00:00 AM,18,Wednesday,15,1,1,36,normal
3:15:00 AM,18,Wednesday,14,5,0,17,normal
3:30:00 AM,18,Wednesday,17,3,1,38,normal
3:45:00 AM,18,Wednesday,19,0,0,18,normal
4:00:00 AM,18,Wednesday,18,5,1,30,normal
4:15:00 AM,18,Wednesday,119,12,6,4,normal
4:30:00 AM,18,Wednesday,74,28,1,13,normal
4:45:00 AM,18,Wednesday,101,26,10,0,normal
5:00:00 AM,18,Wednesday,99,4,7,19,normal
5:15:00 AM,18,Wednesday,99,18,7,5,normal
5:30:00 AM,18,Wednesday,102,24,2,8,normal
5:45:00 AM,18,Wednesday,50,4,6,13,normal
6:00:00 AM,18,Wednesday,128,11,46,4,heavy
6:15:00 AM,18,Wednesday,129,39,43,0,heavy
6:30:00 AM,18,Wednesday,129,27,38,0,heavy
6:45:00 AM,18,Wednesday,113,24,22,2,normal
7:00:00 AM,18,Wednesday,141,15,21,5,heavy
7:15:00 AM,18,Wednesday,120,22,29,1,heavy
7:30:00 AM,18,Wednesday,141,24,47,4,heavy
7:45:00 AM,18,Wednesday,149,24,33,1,heavy
8:00:00 AM,18,Wednesday,140,40,36,1,heavy
8:15:00 AM,18,Wednesday,140,20,36,0,heavy
8:30:00 AM,18,Wednesday,107,13,31,4,high
8:45:00 AM,18,Wednesday,141,15,32,4,heavy
9:00:00 AM,18,Wednesday,120,27,38,4,heavy
9:15:00 AM,18,Wednesday,70,14,21,5,normal
9:30:00 AM,18,Wednesday,55,24,16,21,high
9:45:00 AM,18,Wednesday,52,18,22,16,normal
10:00:00 AM,18,Wednesday,65,4,19,21,normal
10:15:00 AM,18,Wednesday,54,10,30,28,high
10:30:00 AM,18,Wednesday,37,3,32,18,normal
10:45:00 AM,18,Wednesday,23,3,37,18,normal
11:00:00 AM,18,Wednesday,43,7,7,29,normal
11:15:00 AM,18,Wednesday,22,6,13,24,normal
11:30:00 AM,18,Wednesday,21,10,6,30,normal
11:45:00 AM,18,Wednesday,48,8,11,22,normal
12:00:00 PM,18,Wednesday,35,5,12,20,normal
12:15:00 PM,18,Wednesday,69,5,13,22,normal
12:30:00 PM,18,Wednesday,22,9,10,21,normal
12:45:00 PM,18,Wednesday,46,5,9,23,normal
1:00:00 PM,18,Wednesday,49,5,11,21,normal
1:15:00 PM,18,Wednesday,29,18,29,20,normal
1:30:00 PM,18,Wednesday,96,23,31,14,high
1:45:00 PM,18,Wednesday,100,27,23,16,normal
2:00:00 PM,18,Wednesday,96,22,36,5,high
2:15:00 PM,18,Wednesday,27,26,25,15,normal
2:30:00 PM,18,Wednesday,114,21,32,5,heavy
2:45:00 PM,18,Wednesday,74,27,34,10,high
3:00:00 PM,18,Wednesday,14,16,9,14,normal
3:15:00 PM,18,Wednesday,84,30,26,10,high
3:30:00 PM,18,Wednesday,96,19,14,18,normal
3:45:00 PM,18,Wednesday,40,15,28,5,normal
4:00:00 PM,18,Wednesday,110,15,46,5,heavy
4:15:00 PM,18,Wednesday,138,39,31,7,heavy
4:30:00 PM,18,Wednesday,118,32,32,10,heavy
4:45:00 PM,18,Wednesday,142,34,38,9,normal
5:00:00 PM,18,Wednesday,113,13,36,5,normal
5:15:00 PM,18,Wednesday,104,29,32,7,heavy
5:30:00 PM,18,Wednesday,134,39,21,9,heavy
5:45:00 PM,18,Wednesday,107,15,48,5,heavy
6:00:00 PM,18,Wednesday,139,25,43,7,heavy
6:15:00 PM,18,Wednesday,128,20,20,6,heavy
6:30:00 PM,18,Wednesday,101,13,47,10,heavy
6:45:00 PM,18,Wednesday,105,17,13,23,high
7:00:00 PM,18,Wednesday,103,14,13,9,normal
7:15:00 PM,18,Wednesday,51,23,15,13,normal
7:30:00 PM,18,Wednesday,84,10,16,20,normal
7:45:00 PM,18,Wednesday,97,25,19,24,high
8:00:00 PM,18,Wednesday,98,8,10,19,normal
8:15:00 PM,18,Wednesday,94,13,19,25,high
8:30:00 PM,18,Wednesday,105,25,11,35,heavy
8:45:00 PM,18,Wednesday,74,9,13,6,low
9:00:00 PM,18,Wednesday,57,18,13,28,high
9:15:00 PM,18,Wednesday,57,14,11,33,high
9:30:00 PM,18,Wednesday,84,23,19,15,normal
9:45:00 PM,18,Wednesday,105,14,16,33,heavy
10:00:00 PM,18,Wednesday,10,4,1,38,normal
10:15:00 PM,18,Wednesday,15,1,1,29,normal
10:30:00 PM,18,Wednesday,14,1,1,25,normal
10:45:00 PM,18,Wednesday,20,2,0,37,normal
11:00:00 PM,18,Wednesday,20,1,0,27,normal
11:15:00 PM,18,Wednesday,13,1,1,18,normal
11:30:00 PM,18,Wednesday,19,0,0,35,normal
11:45:00 PM,18,Wednesday,14,1,1,27,normal
12:00:00 AM,19,Thursday,13,5,0,12,low
12:15:00 AM,19,Thursday,18,5,0,12,low
12:30:00 AM,19,Thursday,10,3,1,32,normal
12:45:00 AM,19,Thursday,14,2,0,15,normal
1:00:00 AM,19,Thursday,16,3,0,15,normal
1:15:00 AM,19,Thursday,14,2,0,25,normal
1:30:00 AM,19,Thursday,17,5,0,18,normal
1:45:00 AM,19,Thursday,13,1,0,28,normal
2:00:00 AM,19,Thursday,19,0,1,20,normal
2:15:00 AM,19,Thursday,15,4,0,40,normal
2:30:00 AM,19,Thursday,14,3,1,26,normal
2:45:00 AM,19,Thursday,15,4,0,14,normal
3:00:00 AM,19,Thursday,12,3,1,13,normal
3:15:00 AM,19,Thursday,12,4,0,31,normal
3:30:00 AM,19,Thursday,17,4,1,20,normal
3:45:00 AM,19,Thursday,12,0,1,13,normal
4:00:00 AM,19,Thursday,18,2,0,16,normal
4:15:00 AM,19,Thursday,115,16,10,13,normal
4:30:00 AM,19,Thursday,117,5,10,15,normal
4:45:00 AM,19,Thursday,92,26,8,7,normal
5:00:00 AM,19,Thursday,88,3,6,4,low
5:15:00 AM,19,Thursday,109,11,4,3,normal
5:30:00 AM,19,Thursday,81,4,0,20,normal
5:45:00 AM,19,Thursday,118,2,5,19,normal
6:00:00 AM,19,Thursday,107,26,31,2,high
6:15:00 AM,19,Thursday,103,11,35,5,high
6:30:00 AM,19,Thursday,145,13,33,3,heavy
6:45:00 AM,19,Thursday,143,22,37,4,heavy
7:00:00 AM,19,Thursday,113,38,50,3,heavy
7:15:00 AM,19,Thursday,149,10,47,3,heavy
7:30:00 AM,19,Thursday,132,33,35,2,heavy
7:45:00 AM,19,Thursday,119,40,41,2,heavy
8:00:00 AM,19,Thursday,133,31,27,2,heavy
8:15:00 AM,19,Thursday,140,20,44,4,heavy
8:30:00 AM,19,Thursday,140,34,31,1,heavy
8:45:00 AM,19,Thursday,128,37,50,2,heavy
9:00:00 AM,19,Thursday,132,11,24,3,heavy
9:15:00 AM,19,Thursday,23,8,40,27,normal
9:30:00 AM,19,Thursday,75,2,18,29,high
9:45:00 AM,19,Thursday,99,14,33,14,high
10:00:00 AM,19,Thursday,10,1,13,7,low
10:15:00 AM,19,Thursday,74,21,29,26,high
10:30:00 AM,19,Thursday,29,15,25,5,normal
10:45:00 AM,19,Thursday,50,17,38,24,high
11:00:00 AM,19,Thursday,64,9,14,20,normal
11:15:00 AM,19,Thursday,49,5,10,21,normal
11:30:00 AM,19,Thursday,39,7,10,30,normal
11:45:00 AM,19,Thursday,68,5,5,24,normal
12:00:00 PM,19,Thursday,67,7,8,22,normal
12:15:00 PM,19,Thursday,47,8,3,25,normal
12:30:00 PM,19,Thursday,66,9,7,24,normal
12:45:00 PM,19,Thursday,46,8,3,22,normal
1:00:00 PM,19,Thursday,54,6,12,21,normal
1:15:00 PM,19,Thursday,18,16,32,18,normal
1:30:00 PM,19,Thursday,24,20,7,9,low
1:45:00 PM,19,Thursday,113,17,16,20,normal
2:00:00 PM,19,Thursday,52,13,15,10,low
2:15:00 PM,19,Thursday,58,26,25,18,normal
2:30:00 PM,19,Thursday,44,19,22,6,normal
2:45:00 PM,19,Thursday,8,26,34,9,normal
3:00:00 PM,19,Thursday,31,10,27,8,normal
3:15:00 PM,19,Thursday,115,24,16,5,normal
3:30:00 PM,19,Thursday,56,29,16,16,normal
3:45:00 PM,19,Thursday,7,12,33,12,normal
4:00:00 PM,19,Thursday,133,10,46,10,heavy
4:15:00 PM,19,Thursday,104,31,37,6,heavy
4:30:00 PM,19,Thursday,100,38,36,9,heavy
4:45:00 PM,19,Thursday,127,25,37,5,heavy
5:00:00 PM,19,Thursday,118,32,48,6,heavy
5:15:00 PM,19,Thursday,147,19,31,8,heavy
5:30:00 PM,19,Thursday,123,36,34,5,heavy
5:45:00 PM,19,Thursday,111,24,25,5,normal
6:00:00 PM,19,Thursday,121,16,42,8,heavy
6:15:00 PM,19,Thursday,119,38,47,7,heavy
6:30:00 PM,19,Thursday,132,30,41,6,heavy
6:45:00 PM,19,Thursday,52,6,12,18,normal
7:00:00 PM,19,Thursday,97,21,10,8,normal
7:15:00 PM,19,Thursday,50,16,20,31,high
7:30:00 PM,19,Thursday,94,25,19,8,normal
7:45:00 PM,19,Thursday,66,11,18,34,high
8:00:00 PM,19,Thursday,105,16,15,6,normal
8:15:00 PM,19,Thursday,56,23,10,18,normal
8:30:00 PM,19,Thursday,105,19,10,25,high
8:45:00 PM,19,Thursday,60,18,11,16,normal
9:00:00 PM,19,Thursday,88,10,14,11,normal
9:15:00 PM,19,Thursday,110,6,14,23,high
9:30:00 PM,19,Thursday,78,20,11,35,high
9:45:00 PM,19,Thursday,105,14,10,7,normal
10:00:00 PM,19,Thursday,18,1,0,10,low
10:15:00 PM,19,Thursday,18,1,0,27,normal
10:30:00 PM,19,Thursday,12,4,1,18,normal
10:45:00 PM,19,Thursday,15,4,1,32,normal
11:00:00 PM,19,Thursday,13,4,0,32,normal
11:15:00 PM,19,Thursday,14,4,0,15,normal
11:30:00 PM,19,Thursday,15,4,0,17,normal
11:45:00 PM,19,Thursday,14,0,1,21,normal
12:00:00 AM,20,Friday,17,5,0,37,normal
12:15:00 AM,20,Friday,14,4,1,12,low
12:30:00 AM,20,Friday,16,2,0,15,normal
12:45:00 AM,20,Friday,13,4,1,14,normal
1:00:00 AM,20,Friday,12,4,0,29,normal
1:15:00 AM,20,Friday,19,4,1,30,normal
1:30:00 AM,20,Friday,18,4,0,18,normal
1:45:00 AM,20,Friday,18,1,1,12,low
2:00:00 AM,20,Friday,20,4,1,21,normal
2:15:00 AM,20,Friday,10,2,1,20,normal
2:30:00 AM,20,Friday,18,5,1,23,normal
2:45:00 AM,20,Friday,16,5,1,30,normal
3:00:00 AM,20,Friday,12,3,0,40,normal
3:15:00 AM,20,Friday,12,2,0,40,normal
3:30:00 AM,20,Friday,16,0,1,37,normal
3:45:00 AM,20,Friday,15,4,1,16,normal
4:00:00 AM,20,Friday,13,0,0,38,normal
4:15:00 AM,20,Friday,61,5,3,14,normal
4:30:00 AM,20,Friday,27,15,6,10,low
4:45:00 AM,20,Friday,74,11,5,15,normal
5:00:00 AM,20,Friday,70,6,7,14,normal
5:15:00 AM,20,Friday,33,6,0,11,low
5:30:00 AM,20,Friday,29,12,1,13,normal
5:45:00 AM,20,Friday,69,5,7,10,low
6:00:00 AM,20,Friday,41,16,7,15,normal
6:15:00 AM,20,Friday,35,11,5,11,low
6:30:00 AM,20,Friday,25,9,6,14,normal
6:45:00 AM,20,Friday,65,15,1,11,low
7:00:00 AM,20,Friday,66,6,3,14,normal
7:15:00 AM,20,Friday,27,6,5,15,normal
7:30:00 AM,20,Friday,75,6,1,10,low
7:45:00 AM,20,Friday,54,11,4,12,low
8:00:00 AM,20,Friday,54,18,3,12,low
8:15:00 AM,20,Friday,69,8,0,14,normal
8:30:00 AM,20,Friday,52,19,6,10,low
8:45:00 AM,20,Friday,66,8,0,12,low
9:00:00 AM,20,Friday,54,11,0,13,normal
9:15:00 AM,20,Friday,151,48,15,3,heavy
9:30:00 AM,20,Friday,170,62,18,2,heavy
9:45:00 AM,20,Friday,134,59,11,3,heavy
10:00:00 AM,20,Friday,166,63,22,1,heavy
10:15:00 AM,20,Friday,173,64,10,2,heavy
10:30:00 AM,20,Friday,176,45,22,2,heavy
10:45:00 AM,20,Friday,162,59,27,1,heavy
11:00:00 AM,20,Friday,171,46,15,3,heavy
11:15:00 AM,20,Friday,158,44,26,2,heavy
11:30:00 AM,20,Friday,151,64,16,0,heavy
11:45:00 AM,20,Friday,162,65,14,3,heavy
12:00:00 PM,20,Friday,179,44,23,1,heavy
12:15:00 PM,20,Friday,175,59,11,3,heavy
12:30:00 PM,20,Friday,173,63,13,2,heavy
12:45:00 PM,20,Friday,144,66,11,3,heavy
1:00:00 PM,20,Friday,132,68,22,4,heavy
1:15:00 PM,20,Friday,161,50,10,0,heavy
1:30:00 PM,20,Friday,151,56,29,1,heavy
1:45:00 PM,20,Friday,168,59,24,1,heavy
2:00:00 PM,20,Friday,144,65,20,3,heavy
2:15:00 PM,20,Friday,179,63,12,2,heavy
2:30:00 PM,20,Friday,161,56,12,4,heavy
2:45:00 PM,20,Friday,134,67,12,1,heavy
3:00:00 PM,20,Friday,140,70,23,4,heavy
3:15:00 PM,20,Friday,66,29,24,1,normal
3:30:00 PM,20,Friday,60,27,17,2,normal
3:45:00 PM,20,Friday,89,27,10,2,normal
4:00:00 PM,20,Friday,81,29,5,0,normal
